district_name,uid,area,zonalstat,geometry,source_file,mandal_name,mean_value,max_value,min_value,std_value,bounds
Mahabubnagar,TSD0033,2749.62,"{ ""min"": 28.685333251953125, ""max"": 30.834991455078125, ""mean"": 29.772075946514423, ""count"": 26, ""sum"": 774.073974609375, ""median"": 29.773910522460938 }","(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",30-04-2023.geojson,,,,,,
Bhadradri Kothagudem,TSD0001,6974.14,"{ ""min"": 31.45550537109375, ""max"": 33.580902099609375, ""mean"": 32.71285124747984, ""count"": 62, ""sum"": 2028.19677734375, ""median"": 32.747055053710938 }","(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",30-06-2023.geojson,,,,,,
Jagtial,TSD0002,2853.09,"{ ""min"": 31.078582763671875, ""max"": 33.0091552734375, ""mean"": 32.13932448167067, ""count"": 26, ""sum"": 835.6224365234375, ""median"": 32.152359008789062 }","(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",30-06-2023.geojson,,,,,,
Jangoan,TSD0003,2112.71,"{ ""min"": 30.841033935546875, ""max"": 32.42950439453125, ""mean"": 31.762181332236842, ""count"": 19, ""sum"": 603.4814453125, ""median"": 31.8514404296875 }","(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",30-06-2023.geojson,,,,,,
Mulugu,TSD0004,4189.02,"{ ""min"": 31.31298828125, ""max"": 34.1636962890625, ""mean"": 32.910670924831081, ""count"": 37, ""sum"": 1217.69482421875, ""median"": 33.0155029296875 }","(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",30-06-2023.geojson,,,,,,
Kamareddy,TSD0005,3701.83,"{ ""min"": 30.14892578125, ""max"": 31.77227783203125, ""mean"": 30.811171587775736, ""count"": 34, ""sum"": 1047.579833984375, ""median"": 30.659683227539062 }","(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",30-06-2023.geojson,,,,,,
Karimnagar,TSD0006,2127.79,"{ ""min"": 32.096923828125, ""max"": 33.177032470703125, ""mean"": 32.612260606553818, ""count"": 18, ""sum"": 587.02069091796875, ""median"": 32.55780029296875 }","(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",30-06-2023.geojson,,,,,,
Khammam,TSD0007,4491.25,"{ ""min"": 32.111175537109375, ""max"": 33.394012451171875, ""mean"": 32.867788919588413, ""count"": 41, ""sum"": 1347.579345703125, ""median"": 32.98699951171875 }","(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",30-06-2023.geojson,,,,,,
Mahabubabad,TSD0008,3551.04,"{ ""min"": 31.484039306640625, ""max"": 32.974334716796875, ""mean"": 32.337718042834055, ""count"": 29, ""sum"": 937.7938232421875, ""median"": 32.52294921875 }","(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",30-06-2023.geojson,,,,,,
Mancherial,TSD0009,3909.4,"{ ""min"": 31.512542724609375, ""max"": 33.7471923828125, ""mean"": 33.015300750732422, ""count"": 32, ""sum"": 1056.4896240234375, ""median"": 33.241973876953125 }","(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",30-06-2023.geojson,,,,,,
Medak,TSD0010,2771.68,"{ ""min"": 29.75299072265625, ""max"": 30.91864013671875, ""mean"": 30.2477001953125, ""count"": 25, ""sum"": 756.1925048828125, ""median"": 30.205963134765625 }","(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",30-06-2023.geojson,,,,,,
Nagarkurnool,TSD0011,6399.07,"{ ""min"": 28.709320068359375, ""max"": 32.267974853515625, ""mean"": 30.53961181640625, ""count"": 50, ""sum"": 1526.9805908203125, ""median"": 30.506851196289062 }","(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",30-06-2023.geojson,,,,,,
Nalgonda,TSD0012,7218.26,"{ ""min"": 30.66363525390625, ""max"": 33.813690185546875, ""mean"": 32.608577728271484, ""count"": 64, ""sum"": 2086.948974609375, ""median"": 32.622726440429688 }","(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",30-06-2023.geojson,,,,,,
